,Hindi_key,Hindi_value,Punjabi_key,Punjabi_value
12,,,Contribute/Validate x sentences to unlock your 1st Badge.,ਆਪਣੇ ਪਹਿਲੇ ਬੈਜ ਨੂੰ ਅਨਲੌਕ ਕਰਨ ਲਈ x ਵਾਕਾਂ ਦਾ ਯੋਗਦਾਨ/ਪੜਤਾਲ ਦਿਓ ।
19,,,You’ve won a Bronze/Silver/Gold/Platinum Badge for contributing to Suno India.,ਸੁਨੋ ਇੰਡੀਆ ਵਿੱਚ ਯੋਗਦਾਨ ਪਾਉਣ ਲਈ ਤੁਸੀਂ ਇੱਕ ਕਾਂਸੀ / ਸਿਲਵਰ / ਗੋਲਡ / ਪਲੈਟੀਨਮ ਬੈਜ ਜਿੱਤਿਆ ਹੈ।
20,,,Transcribed X sentences in [Language],[ਭਾਸ਼ਾ] ਵਿਚ ਲਿਖਤੀ X ਵਾਕ
0,,,Type the text as you hear the audio,ਜਦੋਂ ਤੁਸੀਂ ਆਡੀਓ ਸੁਣਦੇ ਹੋ ਤਾਂ ਟੈਕਸਟ ਟਾਈਪ ਕਰੋ
2,,,Add Text,ਟੈਕਸਟ ਸ਼ਾਮਲ ਕਰੋ
3,,,Start Typing here,ਇਥੇ ਟਾਈਪਿੰਗ ਸ਼ੁਰੂ ਕਰੋ
14,,,Audio recording is too small. Please Re-record,ਆਡੀਓ ਰਿਕਾਰਡਿੰਗ ਬਹੁਤ ਛੋਟੀ ਹੈ। ਦੁਬਾਰਾ ਰਿਕਾਰਡ ਕਰੋ ਜੀ
16,,,Congratulations! You have contributed a batch of your voice!,ਵਧਾਈਆਂ! ਤੁਸੀਂ ਆਪਣੀ ਆਵਾਜ਼ ਦੇ ਸਮੂਹ ਦਾ ਯੋਗਦਾਨ ਦਿੱਤਾ ਹੈ!
18,,,Recording will automatically stop after y Seconds,ਰਿਕਾਰਡਿੰਗ ਆਪਣੇ ਆਪ ਵਿੱਚ y ਸਕਿੰਟ ਬਾਅਦ ਬੰਦ ਹੋ ਜਾਵੇਗੀ
0,,,Back,ਵਾਪਸ
1,,,Report,ਰਿਪੋਰਟ
2,,,Test your Speaker,ਆਪਣੇ ਸਪੀਕਰ ਦੀ ਜਾਂਚ ਕਰੋ
3,,,Needs change,ਤਬਦੀਲੀ ਦੀ ਜ਼ਰੂਰਤ ਹੈ
4,,,Correct,ਸਹੀ
5,,,Play / Pause / Resume / Replay,ਚਲਾਓ / ਰੋਕੋ / ਮੁੜ ਚਾਲੂ / ਦੁਬਾਰਾ ਚਲਾਓ
6,,,Skip,ਛੱਡੋ
8,,,Get Chrome extension to type in any language you choose,ਆਪਣੀ ਪਸੰਦ ਦੀ ਕਿਸੇ ਵੀ ਭਾਸ਼ਾ ਵਿੱਚ ਟਾਈਪ ਕਰਨ ਲਈ ਕਰੋਮ ਐਕਸਟੈਂਸ਼ਨ ਪ੍ਰਾਪਤ ਕਰੋ
9,,,Install Now,ਹੁਣੇ ਸਥਾਪਿਤ ਕਰੋ
10,,,Watch the Video,ਵੀਡੀਓ ਦੇਖੋ
11,,,Watch the Phonetic Keyboard installation instructions,ਫੋਨੈਟਿਕ ਕੀਬੋਰਡ ਇੰਸਟਾਲੇਸ਼ਨ ਨਿਰਦੇਸ਼ ਦੇਖੋ
13,,,Does the audio match the text?,ਕੀ ਆਡੀਓ ਟੈਕਸਟ ਨਾਲ ਮੇਲ ਖਾਂਦਾ ਹੈ?
15,,,Original Text,ਅਸਲ ਟੈਕਸਟ
16,,,Your Edit,ਤੁਹਾਡਾ ਸੋਧ
17,,,Virtual Keyboard,ਵਰਚੁਅਲ ਕੀਬੋਰਡ
18,,,Cancel,ਰੱਦ ਕਰੋ
19,,,Submit,ਜਮ੍ਹਾਂ ਕਰੋ
1,,,"Earn badges or certificate by contributing to Suno India. Transcribe a sentence in language of your choice. Share badges in your social circle, build your language community, motivate your friends and family to contribute towards the cause. The strength of Suno India is in the diversity of the people i.e. YOU.","ਸੁਨੋ ਇੰਡੀਆ ਵਿੱਚ ਯੋਗਦਾਨ ਪਾ ਕੇ ਬੈਜ ਜਾਂ ਸਰਟੀਫਿਕੇਟ ਕਮਾਓ। ਆਪਣੀ ਪਸੰਦ ਦੀ ਭਾਸ਼ਾ ਵਿੱਚ ਇੱਕ ਵਾਕ ਦਾ ਅਨੁਵਾਦ ਕਰੋ। ਆਪਣੇ ਸਮਾਜਿਕ ਚੱਕਰ ਵਿੱਚ ਬੈਜਾਂ ਨੂੰ ਸਾਂਝਾ ਕਰੋ, ਆਪਣੀ ਭਾਸ਼ਾ ਕਮਿਉਨਿਟੀ ਦਾ ਨਿਰਮਾਣ ਕਰੋ, ਆਪਣੇ ਦੋਸਤਾਂ ਅਤੇ ਪਰਿਵਾਰ ਨੂੰ ਇਸਦੇ ਲਈ ਯੋਗਦਾਨ ਪਾਉਣ ਲਈ ਪ੍ਰੇਰਿਤ ਕਰੋ। ਸੁਨੋ ਇੰਡੀਆ ਦੀ ਤਾਕਤ ਲੋਕਾਂ ਦੀ ਵੰਨ-ਸੁਵੰਨਤਾ ਵਿੱਚ ਹੈ ਅਰਥਾਤ ਤੁਸੀਂ।"
4,,,The levels defined by an overall contributions on Suno India. Please see the criteria that defines different levels below,ਸੁਨੋ ਇੰਡੀਆ ਦੇ ਸਮੁੱਚੇ ਯੋਗਦਾਨ ਦੁਆਰਾ ਨਿਰਧਾਰਤ ਪੱਧਰ। ਕਿਰਪਾ ਕਰਕੇ ਉਹ ਮਾਪਦੰਡ ਵੇਖੋ ਜੋ ਹੇਠਾਂ ਵੱਖੋ ਵੱਖਰੇ ਪੱਧਰਾਂ ਨੂੰ ਪਰਿਭਾਸ਼ਤ ਕਰਦਾ ਹੈ
6,,,Contributions (Transcribing),ਯੋਗਦਾਨ (ਲਿਖਣਾ)
9,,,Transcribing : 5 sentences,ਪ੍ਰਤੀਲਿਪੀ: 5 ਵਾਕ
12,,,Transcribing : 50 sentences,ਪ੍ਰਤੀਲਿਪੀ: 50 ਵਾਕ
15,,,Transcribing : 100 sentences,ਪ੍ਰਤੀਲਿਪੀ: 100 ਵਾਕ
18,,,Transcribing : 200 sentences,ਪ੍ਰਤੀਲਿਪੀ: 200 ਵਾਕ
21,,,"Please note that your levels and badges may take upto 48hrs to update. Your contribution does not expire, but will go through validation through Dekho crowdsourcing initiative. Please remain an active contributor to stand a chance to get recognised by the Ministry of Electronics and Information Technology.","ਕਿਰਪਾ ਕਰਕੇ ਯਾਦ ਰੱਖੋ ਕਿ ਤੁਹਾਡੇ ਪੱਧਰਾਂ ਅਤੇ ਬੈਜ ਨੂੰ ਅਪਡੇਟ ਕਰਨ ਲਈ 48 ਘੰਟੇ ਲੱਗ ਸਕਦੇ ਹਨ । ਤੁਹਾਡੇ ਯੋਗਦਾਨ ਦੀ ਮਿਆਦ ਖਤਮ ਨਹੀਂ ਹੋਈ, ਲੇਕਿਨ ਦੇਖੋ ਕ੍ਰਾਊਡਸੋਰਸਿੰਗ ਪਹਿਲਕਦਮੀ ਦੁਆਰਾ ਪ੍ਰਮਾਣਿਕਤਾ ਦੁਆਰਾ ਲੰਘੇਗੀ। ਕਿਰਪਾ ਕਰਕੇ ਇਲੈਕਟ੍ਰਾਨਿਕਸ ਅਤੇ ਸੂਚਨਾ ਟੈਕਨਾਲੋਜੀ ਮੰਤਰਾਲੇ ਦੁਆਰਾ ਮਾਨਤਾ ਪ੍ਰਾਪਤ ਕਰਨ ਦਾ ਮੌਕਾ ਖੜਾ ਕਰਨ ਲਈ ਇੱਕ ਸਰਗਰਮ ਯੋਗਦਾਨ ਪਾਉਣ ਵਾਲੇ ਬਣੋ।"
24,,,Levels and Badging,ਪੱਧਰ ਅਤੇ ਬੈਜਿੰਗ
25,,,"Earn badges or certificate by contributing to Suno India.  Validate the sentence that is transcibed in your desired language.  Share badges in your social circle, build your language community, motivate your friends and family to contribute towards the cause. The strength of Suno India is in the diversity of the people i.e. YOU.","ਸੁਨੋ ਇੰਡੀਆ ਵਿੱਚ ਯੋਗਦਾਨ ਪਾ ਕੇ ਬੈਜ ਜਾਂ ਸਰਟੀਫਿਕੇਟ ਕਮਾਓ। ਉਹ ਵਾਕ ਪ੍ਰਮਾਣਿਤ ਕਰੋ ਜੋ ਤੁਹਾਡੀ ਲੋੜੀਂਦੀ ਭਾਸ਼ਾ ਵਿੱਚ ਅਨੁਵਾਦ ਕੀਤਾ ਜਾਂਦਾ ਹੈ। ਆਪਣੇ ਸਮਾਜਿਕ ਚੱਕਰ ਵਿੱਚ ਬੈਜਾਂ ਨੂੰ ਸਾਂਝਾ ਕਰੋ, ਆਪਣੀ ਭਾਸ਼ਾ ਕਮਿਉਨਿਟੀ ਦਾ ਨਿਰਮਾਣ ਕਰੋ, ਆਪਣੇ ਦੋਸਤਾਂ ਅਤੇ ਪਰਿਵਾਰ ਨੂੰ ਇਸ ਮਕਸਦ ਲਈ ਯੋਗਦਾਨ ਪਾਉਣ ਲਈ ਪ੍ਰੇਰਿਤ ਕਰੋ। ਸੁਨੋ ਇੰਡੀਆ ਦੀ ਤਾਕਤ ਲੋਕਾਂ ਦੀ ਵੰਨ-ਸੁਵੰਨਤਾ ਵਿੱਚ ਹੈ ਅਰਥਾਤ ਤੁਸੀਂ।"
27,,,Contributor Levels,ਸਹਿਯੋਗੀ ਪੱਧਰ
28,,,The levels defined by an overall validations on Suno India. Please see the criteria that defines different levels below:,ਸੁਨੋ ਇੰਡੀਆ 'ਤੇ ਸਮੁੱਚੀ ਪ੍ਰਮਾਣਿਕਤਾ ਦੁਆਰਾ ਦਰਸਾਏ ਗਏ ਪੱਧਰ। ਕਿਰਪਾ ਕਰਕੇ ਉਹ ਮਾਪਦੰਡ ਵੇਖੋ ਜੋ ਹੇਠਾਂ ਵੱਖੋ ਵੱਖਰੇ ਪੱਧਰਾਂ ਨੂੰ ਪ੍ਰਭਾਸ਼ਿਤ ਕਰਦੇ ਹਨ:
29,,,Level,ਪੱਧਰ
30,,,Contributions (Validating),ਯੋਗਦਾਨ (ਪ੍ਰਮਾਣਿਤ)
31,,,Badge,ਬੈਜ
32,,,Level 1,ਪੱਧਰ 1
33,,,Validating : 5 sentences,ਪ੍ਰਮਾਣਿਤ: 5 ਵਾਕ
35,,,Level 2,ਪੱਧਰ 2
36,,,Validating  : 50 sentences,ਪ੍ਰਮਾਣਿਤ: 50 ਵਾਕ
38,,,Level 3,ਪੱਧਰ 3
39,,,Validating : 100 sentences,ਪ੍ਰਮਾਣਿਤ ਕਰ ਰਿਹਾ ਹੈ: 100 ਵਾਕ
41,,,Level 4,ਪੱਧਰ 4
42,,,Validating : 200 sentences,ਪ੍ਰਮਾਣਿਤ ਕਰ ਰਿਹਾ ਹੈ: 200 ਵਾਕ
45,,,"Please note that your levels and badges may take upto 48hrs to update. Your contribution does not expire, but will be validated. Please remain an active contributor to stand a chance to get recognised by the Ministry of Electronics and Information Technology.","ਕਿਰਪਾ ਕਰਕੇ ਯਾਦ ਰੱਖੋ ਕਿ ਤੁਹਾਡੇ ਪੱਧਰਾਂ ਅਤੇ ਬੈਜ ਨੂੰ ਅਪਡੇਟ ਕਰਨ ਲਈ 48 ਘੰਟੇ ਲੱਗ ਸਕਦੇ ਹਨ।ਤੁਹਾਡੇ ਯੋਗਦਾਨ ਦੀ ਮਿਆਦ ਖਤਮ ਨਹੀਂ ਹੋਈ, ਪਰ ਜਾਇਜ਼ ਹੋਵੇਗੀ। ਕਿਰਪਾ ਕਰਕੇ ਇਲੈਕਟ੍ਰਾਨਿਕਸ ਅਤੇ ਸੂਚਨਾ ਟੈਕਨਾਲੋਜੀ ਮੰਤਰਾਲੇ ਦੁਆਰਾ ਮਾਨਤਾ ਪ੍ਰਾਪਤ ਕਰਨ ਦਾ ਮੌਕਾ ਖੜਾ ਕਰਨ ਲਈ ਇੱਕ ਸਰਗਰਮ ਯੋਗਦਾਨ ਪਾਉਣ ਵਾਲੇ ਬਣੋ।"
3,,,seconds,ਸਕਿੰਟ
8,,,x recording(s) contributed,ਐਕਸ ਰਿਕਾਰਡਿੰਗ ਨੇ ਯੋਗਦਾਨ ਪਾਇਆ
13,,,You’ve earned your Badge,ਤੁਸੀਂ ਆਪਣਾ ਬੈਜ ਕਮਾਇਆ ਹੈ
14,,,Contributor level achieved for contributing 5 sentences.,ਯੋਗਦਾਨ ਪਾਉਣ ਵਾਲਾ ਪੱਧਰ 5 ਵਾਕਾਂ ਨੂੰ ਯੋਗਦਾਨ ਪਾਉਣ ਲਈ ਪ੍ਰਾਪਤ ਕੀਤਾ।
15,,,Your next goal is to reach x sentences to unlock your Silver Badge.,ਤੁਹਾਡਾ ਅਗਲਾ ਟੀਚਾ ਆਪਣੇ ਸਿਲਵਰ ਬੈਜ ਨੂੰ ਅਨਲੌਕ ਕਰਨ ਲਈ x ਵਾਕਾਂ ਤੱਕ ਪਹੁੰਚਣਾ ਹੈ।
16,,,Your next goal is to reach x sentences to unlock your Gold Badge.,ਤੁਹਾਡਾ ਅਗਲਾ ਟੀਚਾ ਆਪਣੇ ਗੋਲਡ ਬੈਜ ਨੂੰ ਅਨਲੌਕ ਕਰਨ ਲਈ x ਵਾਕਾਂ ਤੱਕ ਪਹੁੰਚਣਾ ਹੈ।
17,,,Your next goal is to reach x sentences to unlock your Platinum Badge.,ਤੁਹਾਡਾ ਅਗਲਾ ਟੀਚਾ ਆਪਣੇ ਪਲਾਟੀਨਮ ਬੈਜ ਨੂੰ ਅਨਲੌਕ ਕਰਨ ਲਈ x ਵਾਕਾਂ ਤੱਕ ਪਹੁੰਚਣਾ ਹੈ।
18,,,National Language Translation Mission,ਰਾਸ਼ਟਰੀ ਭਾਸ਼ਾ ਅਨੁਵਾਦ ਮਿਸ਼ਨ
21,,,Badge ID,ਬੈਜ ਆਈ ਡੀ
23,,,You are driving the spirit of your language,ਤੁਸੀਂ ਆਪਣੀ ਭਾਸ਼ਾ ਦੀ ਭਾਵਨਾ ਨੂੰ ਚਲਾ ਰਹੇ ਹੋ
27,,,x' sentence(s) validated,x 'ਵਾਕਾਂ ਦੀ ਪੁਸ਼ਟੀ ਕੀਤੀ
30,,,You’ve earned your Bronze Badge,ਤੁਸੀਂ ਆਪਣਾ ਕਾਂਸੀ ਦਾ ਬੈਜ ਕਮਾਇਆ ਹੈ
31,,,You’ve earned your Silver Badge,ਤੁਸੀਂ ਆਪਣਾ ਸਿਲਵਰ ਬੈਜ ਕਮਾਇਆ ਹੈ
32,,,You’ve earned your Gold Badge,ਤੁਸੀਂ ਆਪਣਾ ਗੋਲਡ ਬੈਜ ਕਮਾਇਆ ਹੈ
33,,,You’ve earned your Platinum Badge,ਤੁਸੀਂ ਆਪਣਾ ਪਲੈਟੀਨਮ ਬੈਜ ਕਮਾਇਆ ਹੈ
34,,,Bronze Contributor level achieved for validating x sentences.,ਕਾਂ ਨੂੰ ਯੋਗਦਾਨ ਪਾਉਣ ਵਾਲਾ ਪੱਧਰ x ਵਾਕਾਂ ਨੂੰ ਪ੍ਰਮਾਣਿਤ ਕਰਨ ਲਈ ਪ੍ਰਾਪਤ ਕੀਤਾ।
35,,,Silver Contributor level achieved for validating x sentences.,X ਵਾਕਾਂ ਨੂੰ ਪ੍ਰਮਾਣਿਤ ਕਰਨ ਲਈ ਸਿਲਵਰ ਕੰਟਰੀਬਿਊਟਰ ਪੱਧਰ।
36,,,Gold Contributor level achieved for validating x sentences.,X ਵਾਕਾਂ ਨੂੰ ਪ੍ਰਮਾਣਿਤ ਕਰਨ ਲਈ ਸੋਨੇ ਦਾ ਯੋਗਦਾਨ ਕਰਨ ਵਾਲਾ ਪੱਧਰ ਪ੍ਰਾਪਤ ਕੀਤਾ।
37,,,Platinum Contributor level achieved for validating x sentences.,X ਵਾਕਾਂ ਨੂੰ ਪ੍ਰਮਾਣਿਤ ਕਰਨ ਲਈ ਪਲੇਟਿਨਮ ਸਹਿਯੋਗੀ ਪੱਧਰ ਪ੍ਰਾਪਤ ਕੀਤਾ।
41,,,Thank you for your enthusiasm to contribute your voice.,ਆਪਣੀ ਆਵਾਜ਼ ਵਿਚ ਯੋਗਦਾਨ ਪਾਉਣ ਲਈ ਤੁਹਾਡੇ ਉਤਸ਼ਾਹ ਲਈ ਧੰਨਵਾਦ।
44,,,Contribute for your language!,ਆਪਣੀ ਭਾਸ਼ਾ ਲਈ ਯੋਗਦਾਨ ਦਿਓ!
45,,,Thank you for contributing to Bolo India!,ਬੋਲੋ ਇੰਡੀਆ ਵਿਚ ਯੋਗਦਾਨ ਪਾਉਣ ਲਈ ਤੁਹਾਡਾ ਧੰਨਵਾਦ!
47,,,You have got us 2 contributions closer to our monthly goal,ਤੁਸੀਂ ਸਾਡੇ ਮਾਸਿਕ ਟੀਚੇ ਦੇ ਨੇੜੇ ਸਾਡੇ ਲਈ 2 ਯੋਗਦਾਨ ਪਾਏ ਹਨ
48,,,X to go!,ਐਕਸ ਜਾਣ ਲਈ!
50,,,Participate to see [language] in top 3,ਚੋਟੀ ਦੇ 3 ਵਿੱਚ [ਭਾਸ਼ਾ] ਨੂੰ ਵੇਖਣ ਲਈ ਭਾਗ ਲਓ
51,,,Participations,ਭਾਗੀਦਾਰੀ
52,,,Language vs top 3 languages,ਭਾਸ਼ਾ ਬਨਾਮ ਚੋਟੀ ਦੀਆਂ 3 ਭਾਸ਼ਾਵਾਂ
54,,,Register to save and track your progress with your account,ਆਪਣੇ ਖਾਤੇ ਨਾਲ ਆਪਣੀ ਪ੍ਰਗਤੀ ਨੂੰ ਬਚਾਉਣ ਅਤੇ ਟਰੈਕ ਕਰਨ ਲਈ ਰਜਿਸਟਰ ਹੋਵੋ
56,,,Contribute/Validate x hours to unlock your 1st Badge.,ਆਪਣੇ ਪਹਿਲੇ ਬੈਜ ਨੂੰ ਅਨਲੌਕ ਕਰਨ ਲਈ x ਘੰਟੇ ਯੋਗਦਾਨ ਦਿਓ / ਪ੍ਰਮਾਣਿਤ ਕਰੋ।
57,,,More Details,ਹੋਰ ਜਾਣਕਾਰੀ
63,,,You’ve won a Bronze/Silver/Gold/Platinum Badge for contributing to Bolo India.,ਬੋਲੋ ਇੰਡੀਆ ਵਿੱਚ ਯੋਗਦਾਨ ਪਾਉਣ ਲਈ ਤੁਸੀਂ ਇੱਕ ਕਾਂਸੀ / ਸਿਲਵਰ / ਗੋਲਡ / ਪਲੈਟੀਨਮ ਬੈਜ ਜਿੱਤਿਆ ਹੈ।
64,,,Recorded X Hours/mins in [Language],[ਭਾਸ਼ਾ] ਵਿਚ X ਘੰਟੇ / ਮਿੰਟ ਰਿਕਾਰਡ ਕੀਤੇ
65,,,One step closer to building a world class <dataset> for Indian languages,ਭਾਰਤੀ ਭਾਸ਼ਾਵਾਂ ਲਈ ਵਿਸ਼ਵ ਪੱਧਰੀ <ਡੈਟਾਸੇਟ> ਬਣਾਉਣ ਦੇ ਇਕ ਕਦਮ ਦੇ ਨੇੜੇ
67,,,Download,ਡਾਊਨਲੋਡ
70,,,your badges,ਤੁਹਾਡੇ ਬੈਜ
71,,,you are a [bronze/silver/gold/platinum] contributer,ਤੁਸੀਂ ਇੱਕ [ਕਾਂਸੀ / ਚਾਂਦੀ / ਸੋਨੇ / ਪਲੈਟੀਨਮ] ਦੇ ਯੋਗਦਾਨ ਹੋ
72,,,Share,ਸਾਂਝਾ ਕਰੋ
2,,,images,ਚਿੱਤਰ
6,,,x image label(s) contributed,x ਚਿੱਤਰ ਲੇਬਲ ਦਾ ਯੋਗਦਾਨ
7,,,You are just x images away from earning your Bronze Badge.,ਤੁਸੀਂ ਆਪਣੇ ਕਾਂਸੀ ਦੇ ਬੈਜ ਦੀ ਕਮਾਈ ਤੋਂ ਸਿਰਫ x ਚਿੱਤਰਾਂ ਤੋਂ ਦੂਰ ਹੋ।
8,,,You are just x images away from earning your Silver Badge.,ਤੁਸੀਂ ਆਪਣੇ ਸਿਲਵਰ ਬੈਜ ਦੀ ਕਮਾਈ ਤੋਂ ਸਿਰਫ x ਚਿੱਤਰਾਂ ਤੋਂ ਦੂਰ ਹੋ।
9,,,You are just x images away from earning your Gold Badge.,ਤੁਸੀਂ ਆਪਣੇ ਗੋਲਡ ਬੈਜ ਦੀ ਕਮਾਈ ਤੋਂ ਸਿਰਫ x ਚਿੱਤਰਾਂ ਤੋਂ ਦੂਰ ਹੋ।
10,,,You are just x images away from earning your Platinum Badge.,ਤੁਸੀਂ ਆਪਣੇ ਪਲੈਟੀਨਮ ਬੈਜ ਦੀ ਕਮਾਈ ਤੋਂ ਸਿਰਫ x ਚਿੱਤਰਾਂ ਤੋਂ ਦੂਰ ਹੋ।
14,,,Help your language achieve it’s goal of 10000 images. We know you can do more!,ਤੁਹਾਡੀ ਭਾਸ਼ਾ ਦੀ 10000 ਪ੍ਰਤੀਬਿੰਬਾਂ ਦਾ ਟੀਚਾ ਪ੍ਰਾਪਤ ਕਰਨ ਵਿੱਚ ਸਹਾਇਤਾ ਕਰੋ।ਅਸੀਂ ਜਾਣਦੇ ਹਾਂ ਕਿ ਤੁਸੀਂ ਹੋਰ ਵੀ ਕਰ ਸਕਦੇ ਹੋ!
19,,,x image label(s) validated,x ਚਿੱਤਰ ਲੇਬਲ ਪ੍ਰਮਾਣਿਤ
22,,,Thank you for your enthusiasm to label the images.,ਚਿੱਤਰਾਂ ਨੂੰ ਲੇਬਲ ਕਰਨ ਲਈ ਤੁਹਾਡੇ ਉਤਸ਼ਾਹ ਲਈ ਧੰਨਵਾਦ।
24,,,Back to Dekho India Home,ਵਾਪਸ ਦੇਖੋ ਇੰਡੀਆ ਹੋਮ ਤੇ ਵਾਪਸ ਜਾਓ
26,,,Thank you for your enthusiasm to validate the image labels.,ਚਿੱਤਰ ਲੇਬਲ ਨੂੰ ਪ੍ਰਮਾਣਿਤ ਕਰਨ ਲਈ ਤੁਹਾਡੇ ਉਤਸ਼ਾਹ ਲਈ ਧੰਨਵਾਦ।
2,,,Data Source,ਡਾਟਾ ਸਰੋਤ
3,,,Source :,ਸਰੋਤ :
4,,,"If you are the copyright holder of this data and believe it should not be used in the platform, please send us an email to <email> with evidence that you are indeed the copyright holder of this data.

We will attempt to validate the same and remove the data from our platform within 15 days on a best effort basis.","“ਜੇ ਤੁਸੀਂ ਇਸ ਡੇਟਾ ਦੇ ਕਾਪੀਰਾਈਟ ਧਾਰਕ ਹੋ ਅਤੇ ਵਿਸ਼ਵਾਸ ਕਰਦੇ ਹੋ ਕਿ ਇਸ ਦੀ ਵਰਤੋਂ ਪਲੇਟਫਾਰਮ ਵਿੱਚ ਨਹੀਂ ਕੀਤੀ ਜਾਣੀ ਚਾਹੀਦੀ, ਤਾਂ ਕਿਰਪਾ ਕਰਕੇ ਸਾਨੂੰ ਇੱਕ ਈਮੇਲ << ਈਮੇਲ> ਨੂੰ ਇਸ ਗੱਲ ਦੇ ਸਬੂਤ ਦੇ ਨਾਲ ਭੇਜੋ ਕਿ ਤੁਸੀਂ ਸੱਚਮੁੱਚ ਇਸ ਡੇਟਾ ਦੇ ਕਾਪੀਰਾਈਟ ਧਾਰਕ ਹੋ।"
10,,,"Recording : 5 Sentences/
Labelling: 5 Images
Translating: 5 Sentences
Transcribing: 5 Sentences

Validating: 5 Sentences
","ਰਿਕਾਰਡਿੰਗ: 5 ਸ਼ਬਦ /
ਲੇਬਲਿੰਗ: 5 ਚਿੱਤਰ
ਅਨੁਵਾਦ: 5 ਵਾਕ
ਪ੍ਰਤੀਲਿਪੀ: 5 ਸ਼ਬਦ

ਪ੍ਰਮਾਣਿਤ ਕਰ ਰਿਹਾ ਹੈ: 5 ਵਾਕ
"
11,,,Bronze,ਕਾਂਸੀ
13,,,"Recording : 50 Sentences/
Labelling: 50 Images
Translating: 50 Sentences
Transcribing: 50 Sentences

Validating: 50 Sentences
","ਰਿਕਾਰਡਿੰਗ: 50 ਸ਼ਬਦ /
ਲੇਬਲਿੰਗ: 50 ਚਿੱਤਰ
ਅਨੁਵਾਦ: 50 ਵਾਕ
ਪ੍ਰਤੀਲਿਪੀ: 50 ਵਾਕ

ਪ੍ਰਮਾਣਿਤ ਕਰਨਾ: 50 ਵਾਕ
"
14,,,Silver,ਸਿਲਵਰ
16,,,"Recording : 100 Sentences/
Labelling: 100 Images
Translating: 100 Sentences
Transcribing: 100 Sentences

Validating: 100 Sentences","ਰਿਕਾਰਡਿੰਗ: 100 ਸ਼ਬਦ /
ਲੇਬਲਿੰਗ: 100 ਚਿੱਤਰ
ਅਨੁਵਾਦ: 100 ਵਾਕ
ਪ੍ਰਤੀਲਿਪੀ: 100 ਵਾਕ

ਪ੍ਰਮਾਣਿਤ ਕਰ ਰਿਹਾ ਹੈ: 100 ਵਾਕ "
17,,,Gold,ਸੋਨਾ
18,,,4,4
19,,,"Recording : 200 Sentences/
Labelling: 200 Images
Translating: 200 Sentences
Transcribing: 200 Sentences

Validating: 200 Sentences

","ਰਿਕਾਰਡਿੰਗ: 200 ਵਾਕ
ਲੇਬਲਿੰਗ: 200 ਚਿੱਤਰ
ਅਨੁਵਾਦ: 200 ਵਾਕ
ਪ੍ਰਤੀਲਿਪੀ: 200 ਵਾਕ

ਪ੍ਰਮਾਣਿਤ ਕਰਨਾ: 200 ਵਾਕ

"
20,,,Platinum,ਪਲੈਟੀਨਮ
2,,,translations,ਅਨੁਵਾਦ
14,,,Help your language pair achieve it’s goal of 10000 translations. We know you can do more!,ਤੁਹਾਡੀ ਭਾਸ਼ਾ ਦੀ ਜੋੜੀ ਦੀ 10000 ਅਨੁਵਾਦਾਂ ਦਾ ਟੀਚਾ ਪ੍ਰਾਪਤ ਕਰਨ ਵਿੱਚ ਸਹਾਇਤਾ ਕਰੋ।ਅਸੀਂ ਜਾਣਦੇ ਹਾਂ ਕਿ ਤੁਸੀਂ ਹੋਰ ਵੀ ਕਰ ਸਕਦੇ ਹੋ!
22,,,Thank you for your enthusiasm to translate the sentences.,ਵਾਕਾਂ ਦਾ ਅਨੁਵਾਦ ਕਰਨ ਲਈ ਤੁਹਾਡੇ ਉਤਸ਼ਾਹ ਲਈ ਧੰਨਵਾਦ।
24,,,Back to Likho India Home,ਵਾਪਸ ਲੀਖੋ ਇੰਡੀਆ ਹੋਮ
26,,,Thank you for your enthusiasm to validate the translations.,ਅਨੁਵਾਦਾਂ ਨੂੰ ਪ੍ਰਮਾਣਿਤ ਕਰਨ ਲਈ ਤੁਹਾਡੇ ਉਤਸ਼ਾਹ ਲਈ ਧੰਨਵਾਦ।
0,,,Thank you for contributing!,ਯੋਗਦਾਨ ਲਈ ਧੰਨਵਾਦ!
1,,,Your language and top 3 most contributed languages,ਤੁਹਾਡੀ ਭਾਸ਼ਾ ਅਤੇ ਚੋਟੀ ਦੀਆਂ 3 ਸਭ ਤੋਂ ਵੱਧ ਯੋਗਦਾਨ ਵਾਲੀਆਂ ਭਾਸ਼ਾਵਾਂ
2,,,hours,ਘੰਟੇ
3,,,minutes,ਮਿੰਟ
5,,,You are a champion,ਤੁਸੀਂ ਇੱਕ ਚੈਂਪੀਅਨ ਹੋ
6,,,You took the first important step,ਤੁਸੀਂ ਪਹਿਲਾ ਮਹੱਤਵਪੂਰਣ ਕਦਮ ਚੁੱਕਿਆ
7,,,x sentence(s) contributed,x ਵਾਕਾਂ ਨੇ ਯੋਗਦਾਨ ਪਾਇਆ
8,,,You are just x sentences away from earning your Bronze Badge.,ਤੁਸੀਂ ਆਪਣੇ ਕਾਂਸੀ ਦਾ ਬੈਜ ਕਮਾਉਣ ਤੋਂ ਸਿਰਫ x ਵਾਕਾਂ ਤੋਂ ਦੂਰ ਹੋ।
